Nome;Pergunta;Resposta
Tylenol;De que maneira Tylenol deve ser administrado?;Geralmente, dose recomendada de Tylenol para adultos, varia de 500 a 1000 mg por dose, que podem ser administrados de 4 em 4 horas ou de 6 em 6 horas, nunca excedendo a dose máxima de 4 gramas por dia.
Tylenol;Quais são os potenciais efeitos indesejados de Tylenol?;Alguns dos efeitos colaterais de Tylenol Comprimidos 500 mg e 750 mg, Tylenol Gotas, Tylenol AP e Tylenol DC podem incluir algum tipo de reação alérgica, com sintomas como vermelhidão na pele, coceira, inchaço na cara ou em algumas partes do corpo, vômito, diarreia ou falta de ar.
Tylenol;Existem situações em que o uso de Tylenol não é recomendado?;Tylenol Comprimidos 500 mg e 750 mg, Tylenol AP e Tylenol DC estão contraindicados para crianças com menos de 12 anos de idade e para pacientes com alergia ao Paracetamol ou a outros componentes da fórmula.
Tylenol;Qual é o mecanismo de ação de Tylenol?;Tylenol é um medicamento analgésico e antitérmico, responsável por reduzir a febre, através da sua atuação no centro regulador da temperatura no Sistema Nervoso Central, diminuindo também a sensibilidade para a dor. O Paracetamol, um dos princípios ativos do Tylenol, é uma substância com ação analgésica, que atua através da elevação do limiar da dor, e com ação contra a febre, uma vez que atua no centro hipotalâmico que regula a temperatura.
Tylenol Bebê;Para que serve Tylenol Bebê?;Tylenol Gotas e Tylenol Suspensão Oral para Bebê e Criança são indicados para a redução da febre e para o alívio temporário de dores, como dor de cabeça, dor de dente, dor de garganta e para dores associadas a resfriados e a reações pós-vacinais, em bebê e crianças.
Tylenol Bebê;Quais são as orientações específicas para utilizar Tylenol Bebê?;Geralmente, a dose dose recomendada de Tylenol infantil varia de 10 a 15 mg/kg/dose, que podem ser administradas de 4 em 4 horas ou de 6 em 6 horas.
Tylenol Bebê;Quais são os potenciais efeitos indesejados de Tylenol Bebê?;Alguns dos efeitos colaterais de Tylenol Gotas e Tylenol Suspensão Oral para Bebê e Criança podem incluir o aparecimento de reação alérgica, com sintomas como coceira, vômito, diarreia, falta de ar, vermelhidão na pele ou inchaço na cara ou em algumas partes do corpo.
Tylenol Bebê;Em que circunstâncias eu não deveria utilizar Tylenol Bebê?;Tylenol infantil está contraindicado para Bebês e Crianças com alergia ao Paracetamol ou a outros componentes da fórmula. Além disso, Tylenol infantil está contraindicado para crianças abaixo de 11 kg ou com menos de 2 anos de idade.
Tylenol Bebê;Como funciona Tylenol Bebê?;Tylenol é um medicamento analgésico e antitérmico, responsável por reduzir a febre, através da sua atuação no centro regulador da temperatura no Sistema Nervoso Central, diminuindo também a sensibilidade para a dor. O Paracetamol, um dos princípios ativos do Tylenol, é uma substância com ação analgésica, que atua através da elevação do limiar da dor, e com ação contra a febre, uma vez que atua no centro hipotalâmico que regula a temperatura.
Tylenol Sinus;Para que serve Tylenol Sinus?;O Tylenol Sinus é indicado em adultos para o alívio temporário dos sintomas decorrentes de gripes e resfriados comuns, como congestão e obstrução nasal, coriza, mal estar, dores pelo corpo, dor de cabeça e redução da febre.
Tylenol Sinus;De que maneira Tylenol Sinus deve ser administrado?;A dose recomendade é de 2 comprimidos a cada 4 ou 6 horas.
Tylenol Sinus;Quais são os possíveis efeitos colaterais associados a Tylenol Sinus?;O efeito colateral mais comum que pode ocorrer durante o tratamento com Tylenol sinus é nervosismo.
Tylenol Sinus;Há alguma condição específica em que o uso de Tylenol Sinus é desaconselhado?;O Tylenol Sinus é contra-indicado em caso de alergia ao paracetamol, ao cloridrato de pseudoefedrina ou a qualquer outro componente da fórmula.
Tylenol Sinus;Como Tylenol Sinus atua no organismo para produzir seus efeitos?;Tylenol Sinus contém um analgésico e antitérmico que é o paracetamol e um descongestionante com ação na congestão nasal que é o cloridrato de pseudoefedrina.
Tylex;Qual é a finalidade do medicamento Tylex?;Tylex pode ser encontrado nas concentrações de 7,5 mg ou 30 mg.
Tylex;Quais são as orientações específicas para utilizar Tylex?;A dose deve ser ajustada de acordo com a intensidade da dor e a resposta do paciente.
Tylex;Existem reações adversas conhecidas de Tylex?;Os efeitos colaterais mais frequentes observados incluem tontura, sedação, náusea e vômito.
Tylex;Existem situações em que o uso de Tylex não é recomendado?;Tylex não deve ser administrado a pacientes que tenham previamente apresentado hipersensibilidade ao paracetamol, à codeína ou aos excipientes da formulação.
Tylex;Qual é o mecanismo de ação de Tylex?;Tylex 7,5 mg e Tylex 30 mg combinam os efeitos analgésicos de uma substância química com ação central, a codeína com os do paracetamol, com uma ação predominantemente periférica.
Tylex 30 mg;O que Tylex 30 mg pretende tratar?;Tylex 30 mg é indicado para o alívio de dores de grau moderado a intenso, como nas decorrentes de traumatismo, como entorses, luxações, contusões, distensões, fraturas, pós-operatório, pós extração dentária, neuralgia, lombalgia, dores de origem articular e condições similares.
Tylex 30 mg;Como usar Tylex 30 mg?;A dose deve ser ajustada de acordo com a intensidade da dor e a resposta da pessoa.
Tylex 30 mg;Quais são os riscos para a saúde relacionados ao uso de Tylex 30 mg?;Os efeitos colaterais mais frequentes observados incluem tontura, sedação, náusea e vômito, que se manifestam de forma mais proeminente em ambulatório do que em pessoas hospitalizadas.
Tylex 30 mg;Em que circunstâncias eu não deveria utilizar Tylex 30 mg?;Tylex 30 mg não deve ser administrado a pessoas que tenham previamente apresentado hipersensibilidade ao paracetamol, à codeína ou aos excipientes da formulação.
Tylex 30 mg;Como Tylex 30 mg atua no organismo para produzir seus efeitos?;Tylex 30 mg combina os efeitos analgésicos de uma substância química com ação central, a codeína com os do paracetamol, com uma ação predominantemente periférica.
Tysabri;Em que situações médicas é recomendado o uso de Tysabri?;Tysabri é indicado para o tratamento da esclerose múltipla, reduzindo a inflamação e os danos causados pela doença nos nervos, em adultos.
Tysabri;Qual é a posologia recomendada para Tysabri?;Geralmente, a dose recomendada de Tysabri é de 300 mg, administrada 1 de 4 em 4 semanas.
Tysabri;Quais são os possíveis efeitos colaterais associados a Tysabri?;Alguns dos efeitos colaterais de Tysabri podem incluir sinais de alergia no local da injeção como urticária na pele, inchaço na cara, lábios ou língua ou dificuldade em respirar, amarelamento da pele ou do branco dos olhos ou urina escura, infeções urinárias, dor de garganta, nariz pingando ou entupido, arrepios, urticária na pele com coceira e vermelhidão, dor de cabeça, tontura, náusea, vômito, dor nas articulações, febre ou cansaço.
Tysabri;Há alguma condição específica em que o uso de Tysabri é desaconselhado?;Tysabri está contraindicado para pacientes com menos de 18 anos de idade, pacientes com leucoencefalopatia multifocal progressiva, doenças ou problemas graves no sistema imunitário ou algum câncer ativo, pacientes em tratamento com interferão beta ou acetato de glatirâmero e para pacientes com alergia ao Natalizumab ou a algum dos componentes da fórmula.
Tysabri;Qual é o mecanismo de ação de Tysabri?;Tysabri tem na sua composição Natalizumab, um anticorpo monoclonal, capaz de se ligar a certas proteínas do organismo, anulando o seu efeito nocivo.
Ultrafer;O que Ultrafer pretende tratar?;Ultrafer está indicado no tratamento das anemias ferroprivas e como preventivo da deficiência de ferro.
Ultrafer;Qual é a posologia recomendada para Ultrafer?;Profilaxia da deficiência de ferro:Lactentes e bebês até 1 ano de idade: uma gota por kg de peso por dia.Crianças menores de 12 anos de idade (com peso corporal até 35 kg): 10 a 20 gotas por dia.Adultos e crianças maiores de 12 anos de idade: 20 a 30 gotas por dia.Tratamento das anemias ferroprivasLactentes e bebês até 1 ano de idade: duas gotas por kg de peso por dia.Crianças menores de 12 anos de idade (com peso corporal até 35 kg): 20 gotas uma ou duas vezes por dia.Adultos e crianças maiores de 12 anos de idade: 40 gotas uma ou duas vezes por dia.
Ultrafer;Quais os males que Ultrafer pode me causar?;As administrações das doses são bem toleradas. Raramente pode apresentar dor de cabeça, dores abdominais. Com menos freqüência tem se registrado diarréia, vômitos e náuseas.
Ultrafer;Quando não devo usar Ultrafer?;Ultrafer está contra-indicado em casos de hipersensibilidade ao ferro ou a qualquer componente da fórmula. Hemocromatose, hemosiderose, anemia hemolítica.
Ultraproct pomada;Em que situações médicas é recomendado o uso de Ultraproct pomada?;Ultraproct é indicado para o tratamento de problemas localizados na região anal, como fissuras anais, hemorróidas, eczema anal e proctite, em adultos.
Ultraproct pomada;Como usar Ultraproct pomada?;A pomada Ultraproct deve ser aplicada 2 a 4 vezes por dia, dependendo da necessidade e apenas após defecar e após limpar a região anal. O tratamento com Ultraproct deve ser continuado até pelo menos uma semana após os sintomas terem desaparecido e a pomada deve ser sempre aplicada em quantidade suficiente para cobrir toda a região afetada.
Ultraproct pomada;Quais são os riscos para a saúde relacionados ao uso de Ultraproct pomada?;Alguns dos efeitos colaterais de Ultraproct podem incluir reações de alergia no local de aplicação como vermelhidão, coceira e ardor.
Ultraproct pomada;Há alguma condição específica em que o uso de Ultraproct pomada é desaconselhado?;Ultraproct está contraindicado para o tratamento de doenças causadas por vírus como vacínia e varicela, para o tratamento de lesões causadas por tuberculose ou por sífilis e para pacientes com alergia a algum dos componentes da fórmula.
Ultraproct pomada;Qual é o mecanismo de ação de Ultraproct pomada?;Ultraproct é uma pomada analgésica e anti-inflamatória, capaz de aliviar a dor e a inflamação na região anal, ajudando assim a tratar diversos problemas localizados na região anal.
Umckan;Qual é a finalidade do medicamento Umckan?;O Umckan é indicado para infecções agudas e crônicas do trato respiratório e ouvido, infecções de nariz e garganta como as rinofaringites, amidalilites, sinusites e bronquites.
Umckan;Quais são as instruções para o uso correto de Umckan?;A dose recomendada é a seguinte:
Umckan;Existem reações adversas conhecidas de Umckan?;Embora seja raro, podem ocorrer efeitos colaterais como alterações gastrointestinais como dor de estômago, náuseas e diarreia, leve sangramento gengival ou nasal ou reações alergicas, como erupção cutânea, urticária e coceira.
Umckan;Em que circunstâncias eu não deveria utilizar Umckan?;O Umckan não deve ser administrado em pessoas com tendência a sangramento, que usem anticoagulantes, com doença do fígado ou dos rins, alergia ao Pelargonium sidoides ou a qualquer um dos componentes da fórmula.
Umckan;Quais são os processos biológicos desencadeados por Umckan?;O Umckan é um fitomedicamento que atua nas infecções das vias respiratórias.
